# This is binarized data from 2 years worth of SP500 index values.
Index Day1 Day2 Day3 Day4 Day5
102 0.000000 -1.000000 0.000000 0.000000 0.000000 
103 -1.000000 0.000000 0.000000 0.000000 1.000000 
104 0.000000 0.000000 0.000000 1.000000 0.000000 
105 0.000000 0.000000 1.000000 0.000000 0.000000 
106 0.000000 1.000000 0.000000 0.000000 1.000000 
107 1.000000 0.000000 0.000000 1.000000 0.000000 
108 0.000000 0.000000 1.000000 0.000000 0.000000 
109 0.000000 1.000000 0.000000 0.000000 0.000000 
110 1.000000 0.000000 0.000000 0.000000 0.000000 
111 0.000000 0.000000 0.000000 0.000000 -1.000000 
112 0.000000 0.000000 0.000000 -1.000000 0.000000 
113 0.000000 0.000000 -1.000000 0.000000 -1.000000 
114 0.000000 -1.000000 0.000000 -1.000000 0.000000 
115 -1.000000 0.000000 -1.000000 0.000000 0.000000 
116 0.000000 -1.000000 0.000000 0.000000 -1.000000 
117 -1.000000 0.000000 0.000000 -1.000000 0.000000 
118 0.000000 0.000000 -1.000000 0.000000 0.000000 
119 0.000000 -1.000000 0.000000 0.000000 0.000000 
120 -1.000000 0.000000 0.000000 0.000000 0.000000 
121 0.000000 0.000000 0.000000 0.000000 1.000000 
122 0.000000 0.000000 0.000000 1.000000 0.000000 
123 0.000000 0.000000 1.000000 0.000000 0.000000 
124 0.000000 1.000000 0.000000 0.000000 0.000000 
125 1.000000 0.000000 0.000000 0.000000 1.000000 
126 0.000000 0.000000 0.000000 1.000000 0.000000 
127 0.000000 0.000000 1.000000 0.000000 0.000000 
128 0.000000 1.000000 0.000000 0.000000 -1.000000 
129 1.000000 0.000000 0.000000 -1.000000 0.000000 
130 0.000000 0.000000 -1.000000 0.000000 0.000000 
131 0.000000 -1.000000 0.000000 0.000000 0.000000 
132 -1.000000 0.000000 0.000000 0.000000 1.000000 
133 0.000000 0.000000 0.000000 1.000000 0.000000 
134 0.000000 0.000000 1.000000 0.000000 0.000000 
135 0.000000 1.000000 0.000000 0.000000 0.000000 
136 1.000000 0.000000 0.000000 0.000000 0.000000 
137 0.000000 0.000000 0.000000 0.000000 0.000000 
138 0.000000 0.000000 0.000000 0.000000 0.000000 
139 0.000000 0.000000 0.000000 0.000000 1.000000 
140 0.000000 0.000000 0.000000 1.000000 0.000000 
141 0.000000 0.000000 1.000000 0.000000 0.000000 
142 0.000000 1.000000 0.000000 0.000000 0.000000 
143 1.000000 0.000000 0.000000 0.000000 0.000000 
144 0.000000 0.000000 0.000000 0.000000 0.000000 
145 0.000000 0.000000 0.000000 0.000000 0.000000 
146 0.000000 0.000000 0.000000 0.000000 -1.000000 
147 0.000000 0.000000 0.000000 -1.000000 0.000000 
148 0.000000 0.000000 -1.000000 0.000000 0.000000 
149 0.000000 -1.000000 0.000000 0.000000 0.000000 
150 -1.000000 0.000000 0.000000 0.000000 0.000000 
151 0.000000 0.000000 0.000000 0.000000 0.000000 
152 0.000000 0.000000 0.000000 0.000000 -1.000000 
153 0.000000 0.000000 0.000000 -1.000000 0.000000 
154 0.000000 0.000000 -1.000000 0.000000 0.000000 
155 0.000000 -1.000000 0.000000 0.000000 -1.000000 
156 -1.000000 0.000000 0.000000 -1.000000 0.000000 
157 0.000000 0.000000 -1.000000 0.000000 0.000000 
158 0.000000 -1.000000 0.000000 0.000000 1.000000 
159 -1.000000 0.000000 0.000000 1.000000 -1.000000 
160 0.000000 0.000000 1.000000 -1.000000 0.000000 
161 0.000000 1.000000 -1.000000 0.000000 1.000000 
162 1.000000 -1.000000 0.000000 1.000000 0.000000 
163 -1.000000 0.000000 1.000000 0.000000 0.000000 
164 0.000000 1.000000 0.000000 0.000000 0.000000 
165 1.000000 0.000000 0.000000 0.000000 0.000000 
166 0.000000 0.000000 0.000000 0.000000 0.000000 
167 0.000000 0.000000 0.000000 0.000000 0.000000 
168 0.000000 0.000000 0.000000 0.000000 0.000000 
169 0.000000 0.000000 0.000000 0.000000 0.000000 
170 0.000000 0.000000 0.000000 0.000000 0.000000 
171 0.000000 0.000000 0.000000 0.000000 0.000000 
172 0.000000 0.000000 0.000000 0.000000 0.000000 
173 0.000000 0.000000 0.000000 0.000000 1.000000 
174 0.000000 0.000000 0.000000 1.000000 0.000000 
175 0.000000 0.000000 1.000000 0.000000 0.000000 
176 0.000000 1.000000 0.000000 0.000000 0.000000 
177 1.000000 0.000000 0.000000 0.000000 1.000000 
178 0.000000 0.000000 0.000000 1.000000 0.000000 
179 0.000000 0.000000 1.000000 0.000000 0.000000 
180 0.000000 1.000000 0.000000 0.000000 0.000000 
181 1.000000 0.000000 0.000000 0.000000 0.000000 
182 0.000000 0.000000 0.000000 0.000000 0.000000 
183 0.000000 0.000000 0.000000 0.000000 0.000000 
184 0.000000 0.000000 0.000000 0.000000 1.000000 
185 0.000000 0.000000 0.000000 1.000000 0.000000 
186 0.000000 0.000000 1.000000 0.000000 0.000000 
187 0.000000 1.000000 0.000000 0.000000 0.000000 
188 1.000000 0.000000 0.000000 0.000000 0.000000 
189 0.000000 0.000000 0.000000 0.000000 0.000000 
190 0.000000 0.000000 0.000000 0.000000 0.000000 
191 0.000000 0.000000 0.000000 0.000000 0.000000 
192 0.000000 0.000000 0.000000 0.000000 0.000000 
193 0.000000 0.000000 0.000000 0.000000 0.000000 
194 0.000000 0.000000 0.000000 0.000000 -1.000000 
195 0.000000 0.000000 0.000000 -1.000000 0.000000 
196 0.000000 0.000000 -1.000000 0.000000 0.000000 
197 0.000000 -1.000000 0.000000 0.000000 0.000000 
198 -1.000000 0.000000 0.000000 0.000000 0.000000 
199 0.000000 0.000000 0.000000 0.000000 0.000000 
200 0.000000 0.000000 0.000000 0.000000 0.000000 
201 0.000000 0.000000 0.000000 0.000000 0.000000 
202 0.000000 0.000000 0.000000 0.000000 0.000000 
203 0.000000 0.000000 0.000000 0.000000 0.000000 
204 0.000000 0.000000 0.000000 0.000000 0.000000 
205 0.000000 0.000000 0.000000 0.000000 0.000000 
206 0.000000 0.000000 0.000000 0.000000 1.000000 
207 0.000000 0.000000 0.000000 1.000000 0.000000 
208 0.000000 0.000000 1.000000 0.000000 0.000000 
209 0.000000 1.000000 0.000000 0.000000 0.000000 
210 1.000000 0.000000 0.000000 0.000000 0.000000 
211 0.000000 0.000000 0.000000 0.000000 0.000000 
212 0.000000 0.000000 0.000000 0.000000 0.000000 
213 0.000000 0.000000 0.000000 0.000000 0.000000 
214 0.000000 0.000000 0.000000 0.000000 -1.000000 
215 0.000000 0.000000 0.000000 -1.000000 0.000000 
216 0.000000 0.000000 -1.000000 0.000000 1.000000 
217 0.000000 -1.000000 0.000000 1.000000 0.000000 
218 -1.000000 0.000000 1.000000 0.000000 0.000000 
219 0.000000 1.000000 0.000000 0.000000 -1.000000 
220 1.000000 0.000000 0.000000 -1.000000 1.000000 
221 0.000000 0.000000 -1.000000 1.000000 0.000000 
222 0.000000 -1.000000 1.000000 0.000000 0.000000 
223 -1.000000 1.000000 0.000000 0.000000 0.000000 
224 1.000000 0.000000 0.000000 0.000000 1.000000 
225 0.000000 0.000000 0.000000 1.000000 1.000000 
226 0.000000 0.000000 1.000000 1.000000 0.000000 
227 0.000000 1.000000 1.000000 0.000000 0.000000 
228 1.000000 1.000000 0.000000 0.000000 0.000000 
229 1.000000 0.000000 0.000000 0.000000 0.000000 
230 0.000000 0.000000 0.000000 0.000000 0.000000 
231 0.000000 0.000000 0.000000 0.000000 0.000000 
232 0.000000 0.000000 0.000000 0.000000 0.000000 
233 0.000000 0.000000 0.000000 0.000000 0.000000 
234 0.000000 0.000000 0.000000 0.000000 0.000000 
235 0.000000 0.000000 0.000000 0.000000 0.000000 
236 0.000000 0.000000 0.000000 0.000000 0.000000 
237 0.000000 0.000000 0.000000 0.000000 0.000000 
238 0.000000 0.000000 0.000000 0.000000 0.000000 
239 0.000000 0.000000 0.000000 0.000000 0.000000 
240 0.000000 0.000000 0.000000 0.000000 0.000000 
241 0.000000 0.000000 0.000000 0.000000 0.000000 
242 0.000000 0.000000 0.000000 0.000000 0.000000 
243 0.000000 0.000000 0.000000 0.000000 0.000000 
244 0.000000 0.000000 0.000000 0.000000 0.000000 
245 0.000000 0.000000 0.000000 0.000000 0.000000 
246 0.000000 0.000000 0.000000 0.000000 0.000000 
247 0.000000 0.000000 0.000000 0.000000 0.000000 
248 0.000000 0.000000 0.000000 0.000000 0.000000 
249 0.000000 0.000000 0.000000 0.000000 0.000000 
250 0.000000 0.000000 0.000000 0.000000 0.000000 
251 0.000000 0.000000 0.000000 0.000000 0.000000 
252 0.000000 0.000000 0.000000 0.000000 0.000000 
253 0.000000 0.000000 0.000000 0.000000 0.000000 
254 0.000000 0.000000 0.000000 0.000000 0.000000 
255 0.000000 0.000000 0.000000 0.000000 0.000000 
256 0.000000 0.000000 0.000000 0.000000 0.000000 
257 0.000000 0.000000 0.000000 0.000000 0.000000 
258 0.000000 0.000000 0.000000 0.000000 0.000000 
259 0.000000 0.000000 0.000000 0.000000 0.000000 
260 0.000000 0.000000 0.000000 0.000000 0.000000 
261 0.000000 0.000000 0.000000 0.000000 0.000000 
262 0.000000 0.000000 0.000000 0.000000 0.000000 
263 0.000000 0.000000 0.000000 0.000000 0.000000 
264 0.000000 0.000000 0.000000 0.000000 -1.000000 
265 0.000000 0.000000 0.000000 -1.000000 0.000000 
266 0.000000 0.000000 -1.000000 0.000000 1.000000 
267 0.000000 -1.000000 0.000000 1.000000 0.000000 
268 -1.000000 0.000000 1.000000 0.000000 0.000000 
269 0.000000 1.000000 0.000000 0.000000 0.000000 
270 1.000000 0.000000 0.000000 0.000000 0.000000 
271 0.000000 0.000000 0.000000 0.000000 0.000000 
272 0.000000 0.000000 0.000000 0.000000 0.000000 
273 0.000000 0.000000 0.000000 0.000000 0.000000 
274 0.000000 0.000000 0.000000 0.000000 0.000000 
275 0.000000 0.000000 0.000000 0.000000 0.000000 
276 0.000000 0.000000 0.000000 0.000000 0.000000 
277 0.000000 0.000000 0.000000 0.000000 0.000000 
278 0.000000 0.000000 0.000000 0.000000 0.000000 
279 0.000000 0.000000 0.000000 0.000000 0.000000 
280 0.000000 0.000000 0.000000 0.000000 -1.000000 
281 0.000000 0.000000 0.000000 -1.000000 0.000000 
282 0.000000 0.000000 -1.000000 0.000000 0.000000 
283 0.000000 -1.000000 0.000000 0.000000 0.000000 
284 -1.000000 0.000000 0.000000 0.000000 0.000000 
285 0.000000 0.000000 0.000000 0.000000 -1.000000 
286 0.000000 0.000000 0.000000 -1.000000 0.000000 
287 0.000000 0.000000 -1.000000 0.000000 1.000000 
288 0.000000 -1.000000 0.000000 1.000000 0.000000 
289 -1.000000 0.000000 1.000000 0.000000 0.000000 
290 0.000000 1.000000 0.000000 0.000000 0.000000 
291 1.000000 0.000000 0.000000 0.000000 0.000000 
292 0.000000 0.000000 0.000000 0.000000 -1.000000 
293 0.000000 0.000000 0.000000 -1.000000 0.000000 
294 0.000000 0.000000 -1.000000 0.000000 0.000000 
295 0.000000 -1.000000 0.000000 0.000000 0.000000 
296 -1.000000 0.000000 0.000000 0.000000 -1.000000 
297 0.000000 0.000000 0.000000 -1.000000 1.000000 
298 0.000000 0.000000 -1.000000 1.000000 0.000000 
299 0.000000 -1.000000 1.000000 0.000000 1.000000 
300 -1.000000 1.000000 0.000000 1.000000 0.000000 
301 1.000000 0.000000 1.000000 0.000000 0.000000 
302 0.000000 1.000000 0.000000 0.000000 0.000000 
303 1.000000 0.000000 0.000000 0.000000 0.000000 
304 0.000000 0.000000 0.000000 0.000000 0.000000 
305 0.000000 0.000000 0.000000 0.000000 0.000000 
306 0.000000 0.000000 0.000000 0.000000 0.000000 
307 0.000000 0.000000 0.000000 0.000000 0.000000 
308 0.000000 0.000000 0.000000 0.000000 0.000000 
309 0.000000 0.000000 0.000000 0.000000 0.000000 
310 0.000000 0.000000 0.000000 0.000000 0.000000 
311 0.000000 0.000000 0.000000 0.000000 0.000000 
312 0.000000 0.000000 0.000000 0.000000 0.000000 
313 0.000000 0.000000 0.000000 0.000000 0.000000 
314 0.000000 0.000000 0.000000 0.000000 0.000000 
315 0.000000 0.000000 0.000000 0.000000 0.000000 
316 0.000000 0.000000 0.000000 0.000000 0.000000 
317 0.000000 0.000000 0.000000 0.000000 0.000000 
318 0.000000 0.000000 0.000000 0.000000 0.000000 
319 0.000000 0.000000 0.000000 0.000000 0.000000 
320 0.000000 0.000000 0.000000 0.000000 0.000000 
321 0.000000 0.000000 0.000000 0.000000 1.000000 
322 0.000000 0.000000 0.000000 1.000000 0.000000 
323 0.000000 0.000000 1.000000 0.000000 0.000000 
324 0.000000 1.000000 0.000000 0.000000 0.000000 
325 1.000000 0.000000 0.000000 0.000000 0.000000 
326 0.000000 0.000000 0.000000 0.000000 0.000000 
327 0.000000 0.000000 0.000000 0.000000 0.000000 
328 0.000000 0.000000 0.000000 0.000000 0.000000 
329 0.000000 0.000000 0.000000 0.000000 0.000000 
330 0.000000 0.000000 0.000000 0.000000 0.000000 
331 0.000000 0.000000 0.000000 0.000000 0.000000 
332 0.000000 0.000000 0.000000 0.000000 0.000000 
333 0.000000 0.000000 0.000000 0.000000 0.000000 
334 0.000000 0.000000 0.000000 0.000000 0.000000 
335 0.000000 0.000000 0.000000 0.000000 -1.000000 
336 0.000000 0.000000 0.000000 -1.000000 0.000000 
337 0.000000 0.000000 -1.000000 0.000000 0.000000 
338 0.000000 -1.000000 0.000000 0.000000 0.000000 
339 -1.000000 0.000000 0.000000 0.000000 0.000000 
340 0.000000 0.000000 0.000000 0.000000 0.000000 
341 0.000000 0.000000 0.000000 0.000000 0.000000 
342 0.000000 0.000000 0.000000 0.000000 0.000000 
343 0.000000 0.000000 0.000000 0.000000 -1.000000 
344 0.000000 0.000000 0.000000 -1.000000 0.000000 
345 0.000000 0.000000 -1.000000 0.000000 0.000000 
346 0.000000 -1.000000 0.000000 0.000000 0.000000 
347 -1.000000 0.000000 0.000000 0.000000 0.000000 
348 0.000000 0.000000 0.000000 0.000000 0.000000 
349 0.000000 0.000000 0.000000 0.000000 -1.000000 
350 0.000000 0.000000 0.000000 -1.000000 0.000000 
351 0.000000 0.000000 -1.000000 0.000000 0.000000 
352 0.000000 -1.000000 0.000000 0.000000 0.000000 
353 -1.000000 0.000000 0.000000 0.000000 0.000000 
354 0.000000 0.000000 0.000000 0.000000 0.000000 
355 0.000000 0.000000 0.000000 0.000000 0.000000 
356 0.000000 0.000000 0.000000 0.000000 -1.000000 
357 0.000000 0.000000 0.000000 -1.000000 0.000000 
358 0.000000 0.000000 -1.000000 0.000000 1.000000 
359 0.000000 -1.000000 0.000000 1.000000 -1.000000 
360 -1.000000 0.000000 1.000000 -1.000000 0.000000 
361 0.000000 1.000000 -1.000000 0.000000 0.000000 
362 1.000000 -1.000000 0.000000 0.000000 0.000000 
363 -1.000000 0.000000 0.000000 0.000000 1.000000 
364 0.000000 0.000000 0.000000 1.000000 0.000000 
365 0.000000 0.000000 1.000000 0.000000 0.000000 
366 0.000000 1.000000 0.000000 0.000000 -1.000000 
367 1.000000 0.000000 0.000000 -1.000000 0.000000 
368 0.000000 0.000000 -1.000000 0.000000 1.000000 
369 0.000000 -1.000000 0.000000 1.000000 0.000000 
370 -1.000000 0.000000 1.000000 0.000000 0.000000 
371 0.000000 1.000000 0.000000 0.000000 1.000000 
372 1.000000 0.000000 0.000000 1.000000 0.000000 
373 0.000000 0.000000 1.000000 0.000000 0.000000 
374 0.000000 1.000000 0.000000 0.000000 0.000000 
375 1.000000 0.000000 0.000000 0.000000 0.000000 
376 0.000000 0.000000 0.000000 0.000000 -1.000000 
377 0.000000 0.000000 0.000000 -1.000000 0.000000 
378 0.000000 0.000000 -1.000000 0.000000 0.000000 
379 0.000000 -1.000000 0.000000 0.000000 0.000000 
380 -1.000000 0.000000 0.000000 0.000000 0.000000 
381 0.000000 0.000000 0.000000 0.000000 0.000000 
382 0.000000 0.000000 0.000000 0.000000 1.000000 
383 0.000000 0.000000 0.000000 1.000000 0.000000 
384 0.000000 0.000000 1.000000 0.000000 1.000000 
385 0.000000 1.000000 0.000000 1.000000 0.000000 
386 1.000000 0.000000 1.000000 0.000000 0.000000 
387 0.000000 1.000000 0.000000 0.000000 0.000000 
388 1.000000 0.000000 0.000000 0.000000 -1.000000 
389 0.000000 0.000000 0.000000 -1.000000 0.000000 
390 0.000000 0.000000 -1.000000 0.000000 0.000000 
391 0.000000 -1.000000 0.000000 0.000000 0.000000 
392 -1.000000 0.000000 0.000000 0.000000 -1.000000 
393 0.000000 0.000000 0.000000 -1.000000 0.000000 
394 0.000000 0.000000 -1.000000 0.000000 -1.000000 
395 0.000000 -1.000000 0.000000 -1.000000 0.000000 
396 -1.000000 0.000000 -1.000000 0.000000 -1.000000 
397 0.000000 -1.000000 0.000000 -1.000000 1.000000 
398 -1.000000 0.000000 -1.000000 1.000000 -1.000000 
399 0.000000 -1.000000 1.000000 -1.000000 1.000000 
400 -1.000000 1.000000 -1.000000 1.000000 0.000000 
401 1.000000 -1.000000 1.000000 0.000000 1.000000 
402 -1.000000 1.000000 0.000000 1.000000 0.000000 
403 1.000000 0.000000 1.000000 0.000000 0.000000 
404 0.000000 1.000000 0.000000 0.000000 -1.000000 
405 1.000000 0.000000 0.000000 -1.000000 -1.000000 
406 0.000000 0.000000 -1.000000 -1.000000 0.000000 
407 0.000000 -1.000000 -1.000000 0.000000 1.000000 
408 -1.000000 -1.000000 0.000000 1.000000 1.000000 
409 -1.000000 0.000000 1.000000 1.000000 -1.000000 
410 0.000000 1.000000 1.000000 -1.000000 1.000000 
411 1.000000 1.000000 -1.000000 1.000000 1.000000 
412 1.000000 -1.000000 1.000000 1.000000 0.000000 
413 -1.000000 1.000000 1.000000 0.000000 0.000000 
414 1.000000 1.000000 0.000000 0.000000 0.000000 
415 1.000000 0.000000 0.000000 0.000000 -1.000000 
416 0.000000 0.000000 0.000000 -1.000000 0.000000 
417 0.000000 0.000000 -1.000000 0.000000 1.000000 
418 0.000000 -1.000000 0.000000 1.000000 0.000000 
419 -1.000000 0.000000 1.000000 0.000000 -1.000000 
420 0.000000 1.000000 0.000000 -1.000000 0.000000 
421 1.000000 0.000000 -1.000000 0.000000 0.000000 
422 0.000000 -1.000000 0.000000 0.000000 1.000000 
423 -1.000000 0.000000 0.000000 1.000000 1.000000 
424 0.000000 0.000000 1.000000 1.000000 0.000000 
425 0.000000 1.000000 1.000000 0.000000 0.000000 
426 1.000000 1.000000 0.000000 0.000000 0.000000 
427 1.000000 0.000000 0.000000 0.000000 -1.000000 
428 0.000000 0.000000 0.000000 -1.000000 -1.000000 
429 0.000000 0.000000 -1.000000 -1.000000 0.000000 
430 0.000000 -1.000000 -1.000000 0.000000 1.000000 
431 -1.000000 -1.000000 0.000000 1.000000 0.000000 
432 -1.000000 0.000000 1.000000 0.000000 -1.000000 
433 0.000000 1.000000 0.000000 -1.000000 0.000000 
434 1.000000 0.000000 -1.000000 0.000000 -1.000000 
435 0.000000 -1.000000 0.000000 -1.000000 -1.000000 
436 -1.000000 0.000000 -1.000000 -1.000000 1.000000 
437 0.000000 -1.000000 -1.000000 1.000000 1.000000 
438 -1.000000 -1.000000 1.000000 1.000000 1.000000 
439 -1.000000 1.000000 1.000000 1.000000 0.000000 
440 1.000000 1.000000 1.000000 0.000000 1.000000 
441 1.000000 1.000000 0.000000 1.000000 0.000000 
442 1.000000 0.000000 1.000000 0.000000 0.000000 
443 0.000000 1.000000 0.000000 0.000000 0.000000 
444 1.000000 0.000000 0.000000 0.000000 1.000000 
445 0.000000 0.000000 0.000000 1.000000 -1.000000 
446 0.000000 0.000000 1.000000 -1.000000 1.000000 
447 0.000000 1.000000 -1.000000 1.000000 -1.000000 
448 1.000000 -1.000000 1.000000 -1.000000 0.000000 
449 -1.000000 1.000000 -1.000000 0.000000 1.000000 
450 1.000000 -1.000000 0.000000 1.000000 1.000000 
451 -1.000000 0.000000 1.000000 1.000000 -1.000000 
452 0.000000 1.000000 1.000000 -1.000000 0.000000 
453 1.000000 1.000000 -1.000000 0.000000 1.000000 
454 1.000000 -1.000000 0.000000 1.000000 0.000000 
455 -1.000000 0.000000 1.000000 0.000000 -1.000000 
456 0.000000 1.000000 0.000000 -1.000000 -1.000000 
457 1.000000 0.000000 -1.000000 -1.000000 1.000000 
458 0.000000 -1.000000 -1.000000 1.000000 1.000000 
459 -1.000000 -1.000000 1.000000 1.000000 0.000000 
460 -1.000000 1.000000 1.000000 0.000000 0.000000 
461 1.000000 1.000000 0.000000 0.000000 0.000000 
462 1.000000 0.000000 0.000000 0.000000 -1.000000 
463 0.000000 0.000000 0.000000 -1.000000 0.000000 
464 0.000000 0.000000 -1.000000 0.000000 1.000000 
465 0.000000 -1.000000 0.000000 1.000000 0.000000 
466 -1.000000 0.000000 1.000000 0.000000 0.000000 
467 0.000000 1.000000 0.000000 0.000000 -1.000000 
468 1.000000 0.000000 0.000000 -1.000000 -1.000000 
469 0.000000 0.000000 -1.000000 -1.000000 0.000000 
470 0.000000 -1.000000 -1.000000 0.000000 -1.000000 
471 -1.000000 -1.000000 0.000000 -1.000000 0.000000 
472 -1.000000 0.000000 -1.000000 0.000000 -1.000000 
473 0.000000 -1.000000 0.000000 -1.000000 0.000000 
474 -1.000000 0.000000 -1.000000 0.000000 1.000000 
475 0.000000 -1.000000 0.000000 1.000000 0.000000 
476 -1.000000 0.000000 1.000000 0.000000 1.000000 
477 0.000000 1.000000 0.000000 1.000000 0.000000 
478 1.000000 0.000000 1.000000 0.000000 0.000000 
479 0.000000 1.000000 0.000000 0.000000 0.000000 
480 1.000000 0.000000 0.000000 0.000000 0.000000 
481 0.000000 0.000000 0.000000 0.000000 0.000000 
482 0.000000 0.000000 0.000000 0.000000 -1.000000 
483 0.000000 0.000000 0.000000 -1.000000 1.000000 
484 0.000000 0.000000 -1.000000 1.000000 -1.000000 
485 0.000000 -1.000000 1.000000 -1.000000 0.000000 
